review_item_id,media_key,source_media_id,observation_id,image_url,local_image_path,scientific_name,common_name_fr,common_name_en,common_name_nl,canonical_taxon_id,source_taxon_id,metadata_join_status,organism_group,evidence_type,review_status,failure_reason,global_quality_score,basic_identification_score,field_observation_score,confusion_learning_score,morphology_learning_score,species_card_score,indirect_evidence_learning_score,policy_status,eligible_database_uses,borderline_database_uses,not_recommended_database_uses,basic_identification_policy,field_observation_policy,confusion_learning_policy,morphology_learning_policy,species_card_policy,indirect_evidence_learning_policy,policy_notes,visible_field_marks_summary,limitations_summary,technical_quality,subject_visibility,diagnostic_feature_visibility,biological_sex_value,biological_life_stage_value,biological_plumage_state_value,biological_seasonal_state_value,human_overall_judgment,human_basic_identification_judgment,human_field_observation_judgment,human_confusion_learning_judgment,human_morphology_learning_judgment,human_species_card_judgment,human_indirect_evidence_learning_judgment,human_evidence_type_judgment,human_field_marks_judgment,human_notes,reviewer_name,reviewed_at
pmp-policy-review-0099,inaturalist::127180953,127180953,77750671,https://inaturalist-open-data.s3.amazonaws.com/photos/127180953/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/127180953.jpg,Larus michahellis,,Yellow-legged Gull,,taxon:birds:000026,59202,joined_from_manifest,bird,whole_organism,valid,,100,100,100,92,100,97,,profile_valid,basic_identification|field_observation|confusion_learning|morphology_learning|species_card,,,eligible,eligible,eligible,eligible,eligible,not_applicable,global_quality_is_broad_signal_not_selection,whole_body:immature brownish plumage | wing:patterned wing coverts,Juvenile gulls of the Larus michahellis complex can be difficult to distinguish from similar species without specific geographical context,high,high,high,unknown,juvenile,juvenile_plumage,unknown,,,,,,,,,,,,
pmp-policy-review-0207,inaturalist::191535445,191535445,113357667,https://inaturalist-open-data.s3.amazonaws.com/photos/191535445/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/191535445.jpeg,Columba palumbus,,Common Wood-Pigeon,,taxon:birds:000001,3048,joined_from_manifest,bird,feather,valid,,82,19,70,35,70,29,89,profile_valid,field_observation|morphology_learning|indirect_evidence_learning,,basic_identification|confusion_learning|species_card,not_recommended,eligible,not_recommended,eligible,not_recommended,eligible,indirect_evidence_interpretation_applied | global_quality_is_broad_signal_not_selection,feather:feather structure and coloration,Subject is indirect evidence (feather). | Full identification is limited by lack of context and size reference. | feather identification requires specific comparison to known specimen reference collections,high,high,medium,unknown,unknown,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0153,inaturalist::152039289,152039289,91880614,https://inaturalist-open-data.s3.amazonaws.com/photos/152039289/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/152039289.jpg,Passer domesticus,,House Sparrow,,taxon:birds:000009,13858,joined_from_manifest,bird,dead_organism,valid,,93,57,75,50,66,46,75,profile_valid,field_observation|indirect_evidence_learning,confusion_learning|morphology_learning,basic_identification|species_card,not_recommended,eligible,borderline,borderline,not_recommended,eligible,indirect_evidence_interpretation_applied | global_quality_is_broad_signal_not_selection,whole_body:overall skeletal structure | beak:beak shape,specimen is a skeleton/carcass | identification is challenging due to decomposition | specimen is in a decomposed state,high,high,medium,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0351,inaturalist::34441531,34441531,22246108,https://inaturalist-open-data.s3.amazonaws.com/photos/34441531/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/34441531.jpeg,Hirundo rustica,,Barn Swallow,,taxon:birds:000043,11901,joined_from_manifest,bird,nest,valid,,96,20,90,26,47,24,89,profile_valid,field_observation|indirect_evidence_learning,,basic_identification|confusion_learning|morphology_learning|species_card,not_recommended,eligible,not_recommended,not_recommended,not_recommended,eligible,indirect_evidence_interpretation_applied | global_quality_is_broad_signal_not_selection,nest:mud cup nest construction,only nest is visible; bird is absent | indirect evidence,high,high,high,unknown,unknown,not_applicable,unknown,,,,,,,,,,,,
pmp-policy-review-0395,inaturalist::398949252,398949252,225044606,https://inaturalist-open-data.s3.amazonaws.com/photos/398949252/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/398949252.jpeg,Sylvia atricapilla,,Eurasian Blackcap,,taxon:birds:000012,15282,joined_from_manifest,bird,dead_organism,valid,,99,64,80,50,73,50,75,profile_valid,field_observation|morphology_learning|indirect_evidence_learning,confusion_learning,basic_identification|species_card,not_recommended,eligible,borderline,eligible,not_recommended,eligible,indirect_evidence_interpretation_applied | global_quality_is_broad_signal_not_selection,head:distinctive brown crown | back:plain brownish-grey back,subject is a deceased bird,high,high,high,female,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0220,inaturalist::205550561,205550561,121471328,https://inaturalist-open-data.s3.amazonaws.com/photos/205550561/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/205550561.jpg,Turdus philomelos,,Song Thrush,,taxon:birds:000015,12748,joined_from_manifest,bird,dead_organism,valid,,100,65,80,51,80,50,75,profile_valid,field_observation|morphology_learning|indirect_evidence_learning,confusion_learning,basic_identification|species_card,not_recommended,eligible,borderline,eligible,not_recommended,eligible,indirect_evidence_interpretation_applied | global_quality_is_broad_signal_not_selection,breast:spotted breast pattern | belly:spotted flank/belly,Subject is deceased.,high,high,high,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0164,inaturalist::158837433,158837433,95663976,https://inaturalist-open-data.s3.amazonaws.com/photos/158837433/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/158837433.jpeg,Columba palumbus,,Common Wood-Pigeon,,taxon:birds:000001,3048,joined_from_manifest,bird,feather,valid,,82,19,70,34,68,28,89,profile_valid,field_observation|indirect_evidence_learning,morphology_learning,basic_identification|confusion_learning|species_card,not_recommended,eligible,not_recommended,borderline,not_recommended,eligible,indirect_evidence_interpretation_applied | global_quality_is_broad_signal_not_selection,feather:grey coloration,indirect evidence | feather only | feather only; specific identification is difficult without more context,high,high,medium,unknown,unknown,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0252,inaturalist::252411697,252411697,146268172,https://inaturalist-open-data.s3.amazonaws.com/photos/252411697/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/252411697.jpg,Dryocopus martius,,Black Woodpecker,,taxon:birds:000040,17835,joined_from_manifest,bird,habitat,valid,,70,8,70,18,22,14,84,profile_valid,field_observation|indirect_evidence_learning,,basic_identification|confusion_learning|morphology_learning|species_card,not_recommended,eligible,not_recommended,not_recommended,not_recommended,eligible,indirect_evidence_interpretation_applied | global_quality_is_broad_signal_not_selection,habitat:woodpecker foraging damage,"indirect evidence; identification based on foraging sign | indirect evidence only, typical of large woodpecker activity",high,none,high,unknown,unknown,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0195,inaturalist::18272669,18272669,12632596,https://inaturalist-open-data.s3.amazonaws.com/photos/18272669/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/18272669.jpg,Larus michahellis,,Yellow-legged Gull,,taxon:birds:000026,59202,joined_from_manifest,bird,multiple_organisms,valid,,99,59,90,68,73,48,64,profile_valid,field_observation|morphology_learning,basic_identification|confusion_learning|indirect_evidence_learning,species_card,borderline,eligible,borderline,eligible,not_recommended,borderline,multiple_organisms_stricter_species_card | global_quality_is_broad_signal_not_selection,wing:juvenile wing coverts | beak:bill shape,intense interaction makes precise feather count difficult,high,high,high,unknown,juvenile,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0021,inaturalist::108990786,108990786,67457248,https://inaturalist-open-data.s3.amazonaws.com/photos/108990786/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/108990786.jpeg,Parus major,,Great Tit,,taxon:birds:000008,203153,joined_from_manifest,bird,nest,valid,,57,9,63,18,32,13,83,profile_valid,indirect_evidence_learning,field_observation,basic_identification|confusion_learning|morphology_learning|species_card,not_recommended,borderline,not_recommended,not_recommended,not_recommended,eligible,indirect_evidence_interpretation_applied | global_quality_is_broad_signal_not_selection,nest:nest structure,indirect evidence; nest is partially obscured by twigs and leaves | identification is speculative without bird presence | indirect evidence only; nest identity cannot be confirmed from this view,medium,low,low,unknown,unknown,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0126,inaturalist::13785358,13785358,10023795,https://inaturalist-open-data.s3.amazonaws.com/photos/13785358/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/13785358.jpeg,Turdus philomelos,,Song Thrush,,taxon:birds:000015,12748,joined_from_manifest,bird,partial_organism,valid,,81,55,79,58,58,53,53,profile_valid,field_observation,confusion_learning|morphology_learning|indirect_evidence_learning,basic_identification|species_card,not_recommended,eligible,borderline,borderline,not_recommended,borderline,partial_organism_stricter_basic_and_species_card | global_quality_is_broad_signal_not_selection,unknown:snail shells smashed by thrush anvil,"Indirect evidence only; identifies the foraging behavior of Turdus philomelos. | Evidence is a Song Thrush anvil/feeding site, not the bird itself.",high,low,medium,unknown,unknown,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0253,inaturalist::254172262,254172262,147685039,https://inaturalist-open-data.s3.amazonaws.com/photos/254172262/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/254172262.jpeg,Falco peregrinus,,Peregrine Falcon,,taxon:birds:000034,4647,joined_from_manifest,bird,unknown,valid,,27,4,26,6,11,14,32,profile_valid,,,basic_identification|field_observation|confusion_learning|morphology_learning|species_card|indirect_evidence_learning,not_recommended,not_recommended,not_recommended,not_recommended,not_recommended,not_recommended,global_quality_is_broad_signal_not_selection,,"The image contains no biological subject. It shows a metal sculpture/logo of a lion on a building facade. | The image depicts an architectural feature/logo on a building, not an organism.",high,none,none,unknown,unknown,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0340,inaturalist::31534282,31534282,20422940,https://inaturalist-open-data.s3.amazonaws.com/photos/31534282/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/31534282.jpg,Coloeus monedula,,Eurasian Jackdaw,,taxon:birds:000048,336399,joined_from_manifest,bird,whole_organism,valid,,75,66,82,62,63,70,,profile_valid,field_observation|species_card,basic_identification|confusion_learning|morphology_learning,,borderline,eligible,borderline,borderline,eligible,not_applicable,global_quality_is_broad_signal_not_selection,whole_body:overall dark coloration and shape,Subject is small in frame | Subject is somewhat distant | small size in frame | lack of detail for definitive ID,medium,medium,low,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0181,inaturalist::174094536,174094536,103941004,https://inaturalist-open-data.s3.amazonaws.com/photos/174094536/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/174094536.jpeg,Pica pica,,Eurasian Magpie,,taxon:birds:000010,891696,joined_from_manifest,bird,whole_organism,valid,,100,100,100,85,98,100,,profile_valid,basic_identification|field_observation|confusion_learning|morphology_learning|species_card,,,eligible,eligible,eligible,eligible,eligible,not_applicable,global_quality_is_broad_signal_not_selection,whole_body:black and white plumage | tail:long tail,,high,high,high,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0092,inaturalist::12496624,12496624,9233444,https://inaturalist-open-data.s3.amazonaws.com/photos/12496624/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/12496624.jpg,Columba palumbus,,Common Wood-Pigeon,,taxon:birds:000001,3048,joined_from_manifest,bird,whole_organism,valid,,88,96,91,83,77,89,,profile_valid,basic_identification|field_observation|confusion_learning|morphology_learning|species_card,,,eligible,eligible,eligible,eligible,eligible,not_applicable,global_quality_is_broad_signal_not_selection,neck:white neck patch | back:greyish-blue back,viewed from behind | rear angle limits visibility of breast and facial details,medium,high,high,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0136,inaturalist::141142367,141142367,85750637,https://inaturalist-open-data.s3.amazonaws.com/photos/141142367/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/141142367.jpg,Dendrocopos major,,Great Spotted Woodpecker,,taxon:birds:000039,17871,joined_from_manifest,bird,whole_organism,valid,,67,68,75,71,64,60,,profile_valid,field_observation|confusion_learning,basic_identification|morphology_learning|species_card,,borderline,eligible,eligible,borderline,borderline,not_applicable,global_quality_is_broad_signal_not_selection,wing:black and white wing pattern | head:red patch on head,photographed through a screen | significant distance | distance to subject | image resolution | window obstruction,low,medium,medium,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0006,inaturalist::10333212,10333212,7845544,https://inaturalist-open-data.s3.amazonaws.com/photos/10333212/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/10333212.jpg,Accipiter nisus,,Eurasian Sparrowhawk,,taxon:birds:000032,5106,joined_from_manifest,bird,whole_organism,valid,,85,80,94,69,86,78,,profile_valid,basic_identification|field_observation|morphology_learning|species_card,confusion_learning,,eligible,eligible,borderline,eligible,eligible,not_applicable,global_quality_is_broad_signal_not_selection,whole_body:slender raptor build | back:accipiter shape,image resolution limits fine feather detail identification | distance and lighting conditions limit detail,medium,high,medium,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0120,inaturalist::134612467,134612467,82041881,https://inaturalist-open-data.s3.amazonaws.com/photos/134612467/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/134612467.jpeg,Turdus philomelos,,Song Thrush,,taxon:birds:000015,12748,joined_from_manifest,bird,whole_organism,valid,,75,65,82,60,62,73,,profile_valid,field_observation|species_card,basic_identification|confusion_learning|morphology_learning,,borderline,eligible,borderline,borderline,eligible,not_applicable,global_quality_is_broad_signal_not_selection,breast:spotted breast pattern | whole_body:overall thrush shape,long distance to bird limits diagnostic visibility | subject is quite distant | low resolution prevents identification of fine plumage details,medium,medium,low,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0224,inaturalist::217458596,217458596,128046119,https://inaturalist-open-data.s3.amazonaws.com/photos/217458596/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/217458596.jpg,Turdus philomelos,,Song Thrush,,taxon:birds:000015,12748,joined_from_manifest,bird,dead_organism,valid,,99,64,80,51,79,48,78,profile_valid,field_observation|morphology_learning|indirect_evidence_learning,confusion_learning,basic_identification|species_card,not_recommended,eligible,borderline,eligible,not_recommended,eligible,indirect_evidence_interpretation_applied | global_quality_is_broad_signal_not_selection,breast:spotted breast pattern | back:brownish dorsal coloration | beak:beak shape,subject is deceased,high,high,high,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0156,inaturalist::153104665,153104665,92456436,https://inaturalist-open-data.s3.amazonaws.com/photos/153104665/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/153104665.jpg,Athene noctua,,Little Owl,,taxon:birds:000037,19998,joined_from_manifest,bird,whole_organism,valid,,81,78,88,66,79,74,,profile_valid,basic_identification|field_observation|morphology_learning|species_card,confusion_learning,,eligible,eligible,borderline,eligible,eligible,not_applicable,global_quality_is_broad_signal_not_selection,whole_body:compact owl silhouette | back:spotted plumage pattern,Image is grainy due to low-light conditions. | low light conditions | night photography,medium,medium,medium,unknown,adult,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0072,inaturalist::12159188,12159188,9017019,https://inaturalist-open-data.s3.amazonaws.com/photos/12159188/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/12159188.jpg,Sturnus vulgaris,,European Starling,,taxon:birds:000011,14850,joined_from_manifest,bird,habitat,valid,,36,2,46,8,15,8,71,profile_valid,indirect_evidence_learning,,basic_identification|field_observation|confusion_learning|morphology_learning|species_card,not_recommended,not_recommended,not_recommended,not_recommended,not_recommended,eligible,indirect_evidence_interpretation_applied | global_quality_is_broad_signal_not_selection,habitat:bird feeder habitat,No organism present; image serves as environmental context only. | The media depicts a habitat/feeding station only; no bird is present.,medium,none,none,unknown,unknown,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0386,inaturalist::382696152,382696152,216392963,https://inaturalist-open-data.s3.amazonaws.com/photos/382696152/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/382696152.jpg,Apus apus,,Common Swift,,taxon:birds:000041,6638,joined_from_manifest,bird,whole_organism,valid,,76,74,82,74,64,74,,profile_valid,basic_identification|field_observation|confusion_learning|species_card,morphology_learning,,eligible,eligible,eligible,borderline,eligible,not_applicable,global_quality_is_broad_signal_not_selection,"wing:sickle-shaped wing profile | tail:short, forked tail","Subject is heavily silhouetted due to backlighting. | distant shot against bright sky, silhouetted",medium,medium,medium,unknown,unknown,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0070,inaturalist::120221697,120221697,73624056,https://inaturalist-open-data.s3.amazonaws.com/photos/120221697/original.jpg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/120221697.jpg,Hirundo rustica,,Barn Swallow,,taxon:birds:000043,11901,joined_from_manifest,bird,whole_organism,valid,,51,42,64,55,50,43,,profile_valid,,field_observation|confusion_learning|morphology_learning,basic_identification|species_card,not_recommended,borderline,borderline,borderline,not_recommended,not_applicable,global_quality_is_broad_signal_not_selection,tail:forked tail,Subject is too small and distant for high-confidence identification via image alone | Extremely distant subject | Low resolution,low,low,low,unknown,unknown,unknown,unknown,,,,,,,,,,,,
pmp-policy-review-0017,inaturalist::108788210,108788210,67346429,https://inaturalist-open-data.s3.amazonaws.com/photos/108788210/original.jpeg,/Users/ryelandt/Documents/database/data/raw/inaturalist/palier1-be-birds-50taxa-run003-pmp-policy-broader-400-20260504/images/108788210.jpeg,Turdus philomelos,,Song Thrush,,taxon:birds:000015,12748,joined_from_manifest,bird,whole_organism,valid,,74,72,82,72,62,73,,profile_valid,basic_identification|field_observation|confusion_learning|species_card,morphology_learning,,eligible,eligible,eligible,borderline,eligible,not_applicable,global_quality_is_broad_signal_not_selection,breast:spotted breast | back:brown upperparts,subject is small and distant in frame | small subject size in frame,medium,medium,medium,unknown,adult,unknown,unknown,,,,,,,,,,,,
